wkn,ticker,valor,name,inception_date,age_in_days,age_in_years,strategy,domicile_country,currency,hedged,securities_lending,dividends,ter,replication,size,is_sustainable,number_of_holdings,yesterday,last_week,last_month,last_three_months,last_six_months,last_year,last_three_years,last_five_years,2024,2023,2022,2021,last_dividends,last_year_dividends,last_year_volatility,last_three_years_volatility,last_five_years_volatility,last_year_return_per_risk,last_three_years_return_per_risk,last_five_years_return_per_risk,max_drawdown,last_year_max_drawdown,last_three_years_max_drawdown,last_five_years_max_drawdown,region,country,region_category
A2ADB6,EJAP,31062444.0,BNP Paribas Easy MSCI Japan ESG Filtered Min TE UCITS ETF,2016-02-26,3346,9.167123287671233,Long-only,Luxembourg,EUR,False,False,Accumulating,0.16,Full replication,1174.0,True,182.0,-3.18,2.21,-3.7,-3.33,3.05,-0.71,26.26,44.68,11.01,14.24,-6.0,2.07,,,26.18,20.39,19.1,-0.03,0.4,0.4,-21.57,-17.18,-17.18,-19.55,APAC,Japan,Developed_APAC
A2PCB2,EDMJ,46193935.0,iShares MSCI Japan ESG Enhanced CTB UCITS ETF USD (Acc),2019-04-16,2201,6.03013698630137,Long-only,Ireland,USD,False,False,Accumulating,0.15,Optimized sampling,1080.0,True,186.0,-2.57,2.12,-3.45,-4.32,2.91,-1.48,21.79,36.86,7.07,13.11,-7.79,2.52,,,26.63,20.88,19.66,-0.06,0.32,0.33,-21.79,-17.22,-17.22,-20.42,APAC,Japan,Developed_APAC
A2PLS8,VJPB,48525713.0,Vanguard FTSE Japan UCITS ETF Accumulating,2019-09-24,2040,5.589041095890411,Long-only,Ireland,USD,False,True,Accumulating,0.15,Full replication,884.0,False,492.0,-2.51,2.11,-3.32,-3.21,3.14,-1.27,25.39,41.52,9.31,13.02,-5.76,2.4,,,26.33,20.74,19.33,-0.05,0.38,0.37,-22.18,-16.81,-16.81,-20.03,APAC,Japan,Developed_APAC
A0YEDV,CSJP,10737498.0,iShares MSCI Japan UCITS ETF USD (Acc),2010-01-11,5583,15.295890410958904,Long-only,Ireland,USD,False,True,Accumulating,0.12,Full replication,698.0,False,191.0,-2.91,2.38,-3.51,-3.73,2.88,-1.53,24.67,40.41,9.82,13.32,-7.26,2.39,,,27.39,21.18,19.8,-0.06,0.36,0.35,-21.74,-17.61,-17.61,-19.74,APAC,Japan,Developed_APAC
A143DA,JPJP,30615097.0,SPDR MSCI Japan UCITS ETF,2015-11-30,3434,9.408219178082192,Long-only,Ireland,JPY,False,True,Accumulating,0.12,Optimized sampling,680.0,False,183.0,-3.1,2.57,-4.18,-3.3,2.82,-1.64,25.05,42.05,10.33,13.21,-6.71,2.71,,,23.12,18.68,17.62,-0.07,0.41,0.41,-21.8,-15.64,-16.81,-20.25,APAC,Japan,Developed_APAC
794361,UB02,1272995.0,UBS ETF (LU) MSCI Japan UCITS ETF (JPY) A-dis,2001-10-30,8578,23.5013698630137,Long-only,Luxembourg,JPY,False,True,Distributing,0.12,Full replication,670.0,False,192.0,-1.62,2.61,-4.14,-3.28,2.86,-1.65,25.07,42.04,8.68,13.16,-6.95,2.81,1.89,1.83,24.91,19.35,18.22,-0.07,0.4,0.4,-58.46,-16.54,-16.81,-19.34,APAC,Japan,Developed_APAC
A2N4PR,LGJG,44805902.0,L&G Japan Equity UCITS ETF,2018-10-08,2391,6.550684931506849,Long-only,Ireland,USD,False,False,Accumulating,0.1,Full replication,559.0,True,294.0,-2.81,1.94,-3.41,-3.66,3.17,-0.36,26.54,43.64,10.92,13.25,-6.21,2.77,,,26.68,20.88,19.45,-0.01,0.39,0.39,-21.77,-17.06,-17.06,-19.9,APAC,Japan,Developed_APAC
A1C5E6,IJPE,11834409.0,iShares MSCI Japan EUR Hedged UCITS ETF (Acc),2010-09-30,5321,14.578082191780824,Long-only,Ireland,EUR,True,True,Accumulating,0.64,Optimized sampling,539.0,False,191.0,-3.08,2.71,-3.86,-3.91,2.53,-1.26,54.97,105.19,18.25,29.07,-0.06,4.74,,,27.57,20.4,19.44,-0.05,0.77,0.79,-33.62,-24.46,-24.46,-24.46,APAC,Japan,Developed_APAC
A2AUE9,SUJA,34426292.0,iShares MSCI Japan SRI UCITS ETF USD (Acc),2017-03-06,2972,8.142465753424657,Long-only,Ireland,USD,False,False,Accumulating,0.2,Full replication,530.0,True,50.0,-1.24,1.46,-2.11,-2.45,3.34,1.83,14.14,25.73,5.62,7.01,-8.44,2.44,,,25.91,20.58,19.32,0.07,0.22,0.24,-21.75,-15.7,-15.7,-21.75,APAC,Japan,Developed_APAC
DBX0KT,XMK9,14900037.0,Xtrackers MSCI Japan UCITS ETF 4C - EUR Hedged,2012-05-15,4728,12.953424657534246,Long-only,Luxembourg,EUR,True,True,Accumulating,0.4,Full replication,521.0,False,191.0,-2.89,3.06,-4.28,-3.82,2.73,-1.84,55.4,105.2,18.09,28.92,-0.14,5.0,,,27.24,20.68,19.33,-0.07,0.76,0.8,-30.83,-24.26,-24.26,-24.26,APAC,Japan,Developed_APAC
ETF089,CJ1P,129371416.0,Amundi MSCI Japan ESG Broad Transition UCITS ETF GBP Dist,2023-09-19,584,1.6,Long-only,Luxembourg,GBP,False,False,Distributing,0.08,Full replication,429.0,True,176.0,-2.81,2.17,-4.25,-3.9,3.07,-0.99,,,7.96,,,,1.74,1.69,24.89,,,-0.04,,,-16.52,-16.52,,,APAC,Japan,Developed_APAC
A14UX8,JPSR,28596582.0,UBS ETF (LU) MSCI Japan Socially Responsible UCITS ETF (JPY) A-dis,2015-07-22,3565,9.767123287671232,Long-only,Luxembourg,JPY,False,False,Distributing,0.19,Full replication,421.0,True,60.0,0.82,2.45,-3.22,-1.12,4.89,6.13,17.51,25.81,8.09,7.07,-9.61,-2.74,2.09,2.17,23.99,18.89,17.97,0.26,0.29,0.26,-22.45,-15.87,-15.87,-22.45,APAC,Japan,Developed_APAC
A0ESMK,JPNL,2327606.0,Amundi Japan TOPIX II UCITS ETF EUR Dist,2005-11-10,7106,19.46849315068493,Long-only,France,EUR,False,False,Distributing,0.45,Full replication,406.0,False,1502.0,-0.57,2.49,-3.65,-2.11,3.84,-0.72,25.48,38.97,7.52,12.23,-5.65,1.52,0.74,0.73,24.18,19.89,18.39,-0.03,0.39,0.37,-41.9,-16.03,-16.22,-19.65,APAC,Japan,Developed_APAC
A2PDNT,EEJG,46193226.0,iShares MSCI Japan ESG Enhanced CTB UCITS ETF USD (Dist),2019-03-08,2240,6.136986301369863,Long-only,Ireland,USD,False,False,Distributing,0.15,Optimized sampling,387.0,True,186.0,-3.01,1.68,-3.78,-4.55,2.59,-1.66,21.71,36.66,7.19,13.27,-7.44,1.68,1.84,1.77,26.5,20.85,19.82,-0.06,0.32,0.33,-22.02,-17.15,-17.15,-20.55,APAC,Japan,Developed_APAC
A1J1L6,IJPH,19070556.0,iShares MSCI Japan GBP Hedged UCITS ETF (Acc),2012-07-31,4651,12.742465753424655,Long-only,Ireland,GBP,True,True,Accumulating,0.64,Optimized sampling,373.0,False,191.0,-4.24,3.44,-5.81,-4.64,0.62,0.75,57.52,120.63,23.77,33.09,-3.73,11.94,,,29.82,21.09,19.72,0.03,0.77,0.87,-33.29,-26.22,-26.22,-26.22,APAC,Japan,Developed_APAC
A2N6TG,SDJP,43672002.0,iShares MSCI Japan Screened UCITS ETF USD (Dist),2018-10-19,2380,6.52054794520548,Long-only,Ireland,USD,False,False,Distributing,0.15,Optimized sampling,347.0,True,178.0,-1.7,2.21,-3.54,-3.94,2.69,-1.94,23.62,40.53,7.58,13.25,-7.5,2.32,1.9,1.83,27.46,21.34,19.94,-0.07,0.34,0.35,-22.0,-17.78,-17.78,-20.03,APAC,Japan,Developed_APAC
A119J2,XDNS,25395523.0,Xtrackers MSCI Japan Screened UCITS ETF 1D,2015-03-31,3678,10.076712328767124,Long-only,Ireland,JPY,False,True,Distributing,0.15,Full replication,341.0,True,178.0,-3.24,2.61,-4.05,-3.46,2.72,-2.06,23.01,37.88,9.61,12.46,-7.33,2.0,1.82,1.75,25.24,19.54,19.07,-0.08,0.37,0.35,-22.1,-16.65,-16.88,-21.07,APAC,Japan,Developed_APAC
A2QEUK,JARI,57336705.0,Amundi MSCI Japan SRI Climate Paris Aligned UCITS ETF DR (C),2020-10-13,1655,4.534246575342466,Long-only,Luxembourg,JPY,False,False,Accumulating,0.18,Full replication,321.0,True,36.0,-0.77,1.68,-1.67,-1.83,1.79,-0.21,3.16,,-1.23,4.32,-10.45,1.33,,,22.06,18.11,,-0.01,0.06,,-24.25,-15.73,-16.58,,APAC,Japan,Developed_APAC
A0Q1YX,ISJP,4218299.0,iShares MSCI Japan Small Cap UCITS ETF (Dist),2008-05-09,6195,16.972602739726028,Long-only,Ireland,USD,False,True,Distributing,0.58,Optimized sampling,303.0,False,828.0,1.13,1.56,-1.25,0.7,6.74,3.78,24.82,30.65,5.66,6.89,-2.06,-1.5,1.97,2.0,22.18,18.28,17.81,0.17,0.42,0.31,-31.15,-13.44,-13.44,-22.28,APAC,Japan,Developed_APAC
A0YEDQ,CNKY,10737065.0,iShares Nikkei 225 UCITS ETF (Acc),2010-01-25,5569,15.257534246575345,Long-only,Ireland,JPY,False,True,Accumulating,0.48,Full replication,295.0,False,225.0,-7.63,2.12,-3.42,-8.88,-3.1,-5.65,18.02,36.09,10.15,14.62,-10.38,-3.72,,,26.17,20.47,19.57,-0.22,0.28,0.32,-23.76,-19.65,-21.19,-23.76,APAC,Japan,Developed_APAC
A3CPER,JRJE,111459283.0,JPMorgan Japan Research Enhanced Index Equity (ESG) UCITS ETF USD (acc),2022-03-29,1123,3.0767123287671234,"Long-only, Active",Ireland,USD,False,False,Accumulating,0.25,Full replication,287.0,True,129.0,-3.57,2.28,-3.74,-4.31,2.42,-2.23,25.2,,10.14,14.05,,,,,27.26,21.19,,-0.08,0.37,,-17.56,-17.56,-17.56,,APAC,Japan,Developed_APAC
LYX05A,NADA,53840236.0,Amundi MSCI Japan UCITS ETF Dist,2020-09-17,1681,4.605479452054794,Long-only,Luxembourg,JPY,False,True,Distributing,0.12,Full replication,283.0,False,191.0,-1.52,2.65,-4.14,-3.28,2.88,-1.64,25.07,,8.59,13.24,-7.06,2.69,1.95,1.88,25.52,20.31,,-0.06,0.38,,-19.42,-16.7,-16.85,,APAC,Japan,Developed_APAC
A1W2ES,IJPD,22457084.0,iShares MSCI Japan USD Hedged UCITS ETF (Acc),2013-09-30,4225,11.575342465753424,Long-only,Ireland,USD,True,True,Accumulating,0.64,Optimized sampling,275.0,False,191.0,-11.41,2.74,-8.85,-11.52,-2.36,-6.23,55.61,109.82,27.44,27.18,9.27,13.67,,,30.36,21.92,20.23,-0.2,0.72,0.79,-26.99,-25.54,-25.54,-25.54,APAC,Japan,Developed_APAC
A2H58U,TPXE,38785006.0,Amundi Japan Topix UCITS ETF EUR,2015-09-22,3503,9.597260273972603,Long-only,Luxembourg,EUR,False,False,Accumulating,0.2,Swap based Unfunded,240.0,False,,-2.54,3.87,-5.11,-3.35,4.07,0.79,25.84,40.71,9.37,13.09,-4.74,1.04,,,25.42,19.86,18.68,-0.07,0.37,0.37,-22.42,-16.13,-16.35,-20.32,APAC,Japan,Developed_APAC
DBX0NT,XMUJ,21557276.0,Xtrackers MSCI Japan UCITS ETF 2D USD hedged,2013-06-10,4337,11.882191780821918,Long-only,Luxembourg,USD,True,True,Distributing,0.4,Full replication,214.0,False,191.0,-10.77,2.76,-8.29,-10.89,-1.42,-5.86,57.31,112.23,27.27,27.84,8.95,14.4,0.0,0.0,30.13,22.06,20.15,-0.19,0.74,0.81,-26.84,-25.88,-25.88,-25.88,APAC,Japan,Developed_APAC
A2H58W,TPXH,38785017.0,Amundi Japan Topix UCITS ETF Daily Hedged EUR (C),2012-10-16,4574,12.531506849315068,Long-only,Luxembourg,EUR,True,False,Accumulating,0.48,Swap based Unfunded,209.0,False,,-2.14,2.52,-3.4,-2.81,3.52,-0.43,56.36,102.26,17.16,28.73,1.48,3.39,,,26.18,19.56,18.67,-0.02,0.82,0.81,-32.91,-22.97,-22.97,-22.97,APAC,Japan,Developed_APAC
A2PXVN,HSJP,55292089.0,HSBC Japan Sustainable Equity UCITS ETF USD,2020-06-04,1786,4.8931506849315065,Long-only,Ireland,USD,False,False,Accumulating,0.18,Full replication,191.0,True,226.0,-1.4,2.47,-2.76,-0.21,6.42,2.62,33.55,,14.87,12.99,-4.84,4.52,,,27.24,21.12,,0.1,0.48,,-17.16,-16.44,-16.44,,APAC,Japan,Developed_APAC
A2QD43,FJPS,57549128.0,Fidelity Japan Equity Research Enhanced UCITS ETF ACC-JPY,2020-12-01,1606,4.4,"Long-only, Active",Ireland,JPY,False,False,Accumulating,0.25,Full replication,189.0,True,141.0,-4.38,2.82,-3.74,-4.17,1.86,-3.74,23.45,,10.12,11.56,-4.62,3.72,,,25.14,19.58,,-0.15,0.37,,-18.94,-17.34,-17.7,,APAC,Japan,Developed_APAC
A2DR4P,CJ1,36815475.0,Amundi MSCI Japan ESG Broad Transition UCITS ETF EUR Acc,2008-12-04,5986,16.4,Long-only,Luxembourg,EUR,False,False,Accumulating,0.15,Full replication,182.0,True,176.0,-2.9,2.17,-4.23,-3.89,3.04,-1.15,20.63,36.26,7.79,11.77,-6.94,2.28,,,24.83,19.46,18.25,-0.05,0.33,0.35,-21.63,-16.6,-16.6,-20.42,APAC,Japan,Developed_APAC
A2N8RU,SJPD,44632973.0,iShares Core MSCI Japan IMI UCITS ETF USD (Dist),2018-12-06,2332,6.389041095890411,Long-only,Ireland,USD,False,True,Distributing,0.12,Optimized sampling,179.0,False,1017.0,-3.72,1.08,-6.61,-4.31,0.39,-1.8,22.6,39.33,8.46,12.53,-5.56,1.64,2.07,1.98,25.84,20.17,18.91,-0.07,0.35,0.36,-22.55,-16.87,-16.87,-20.13,APAC,Japan,Developed_APAC
A14ME9,JPNCHF,26751433.0,UBS ETF (LU) MSCI Japan UCITS ETF (hedged to CHF) A-acc,2020-06-17,1773,4.857534246575343,Long-only,Luxembourg,CHF,True,True,Accumulating,0.15,Full replication,172.0,False,192.0,-3.29,2.06,-3.72,-4.38,0.21,1.15,62.72,,14.21,33.96,4.76,10.04,,,25.56,20.02,,-0.03,0.85,,-20.16,-20.16,-20.16,,APAC,Japan,Developed_APAC
A2PWML,PRAJ,51515242.0,Amundi Prime Japan UCITS ETF DR (C),2020-01-15,1927,5.279452054794521,Long-only,Luxembourg,JPY,False,False,Accumulating,0.05,Full replication,167.0,False,302.0,-2.61,2.47,-3.86,-2.73,3.27,-1.19,26.08,43.69,10.3,13.05,-5.96,2.83,,,25.52,19.59,18.18,-0.05,0.41,0.41,-21.92,-16.06,-16.58,-19.85,APAC,Japan,Developed_APAC
A2P7NT,XNKY,57525018.0,Xtrackers Nikkei 225 UCITS ETF 1C,2020-10-27,1641,4.495890410958904,Long-only,Luxembourg,JPY,False,True,Accumulating,0.09,Full replication,154.0,False,225.0,-7.54,2.12,-3.4,-8.79,-2.91,-5.29,19.41,,10.61,15.04,-10.04,-3.56,,,26.23,20.67,,-0.2,0.29,,-23.37,-19.5,-20.86,,APAC,Japan,Developed_APAC
A1403E,DXJG,30125421.0,WisdomTree Japan Equity UCITS ETF USD Acc,2015-11-02,3462,9.484931506849316,Long-only,Ireland,USD,False,False,Accumulating,0.4,Optimized sampling,149.0,True,494.0,-2.32,2.67,-4.58,-2.53,4.37,-1.43,39.54,74.94,13.82,18.52,1.59,7.28,,,27.75,21.84,20.26,-0.05,0.54,0.58,-28.34,-17.79,-18.02,-18.02,APAC,Japan,Developed_APAC
A3DQMS,JJEJ,120120571.0,JPMorgan Japan Research Enhanced Index Equity (ESG) UCITS ETF ETF JPY (acc),2022-10-07,931,2.5506849315068494,"Long-only, Active",Ireland,JPY,False,False,Accumulating,0.25,Full replication,149.0,True,129.0,-4.75,2.75,-6.51,-6.03,1.69,-1.86,,,10.11,14.01,,,,,196.86,,,-0.02,,,-100.0,-100.0,,,APAC,Japan,Developed_APAC
A2H58V,TPXG,38785010.0,Amundi Japan Topix UCITS ETF JPY,2015-09-25,3500,9.58904109589041,Long-only,Luxembourg,JPY,False,False,Accumulating,0.2,Swap based Unfunded,144.0,False,,-1.79,2.69,-3.33,-1.81,4.15,-0.2,26.99,41.18,9.57,12.59,-5.06,1.64,,,24.0,18.81,17.74,-0.01,0.44,0.4,-22.8,-15.5,-16.03,-20.32,APAC,Japan,Developed_APAC
A2QQC6,JUPI,110233940.0,Amundi MSCI Japan ESG Broad Transition UCITS ETF Dist,2021-03-30,1487,4.073972602739726,Long-only,Luxembourg,JPY,False,False,Distributing,0.15,Full replication,143.0,True,176.0,-2.89,2.16,-4.23,-3.9,3.04,-1.1,20.74,,7.92,12.19,-8.1,,1.66,1.62,24.92,19.39,,-0.04,0.33,,-21.02,-16.37,-16.37,,APAC,Japan,Developed_APAC
A1CXGS,HMJP,11166540.0,HSBC MSCI Japan UCITS ETF USD,2010-03-23,5512,15.101369863013698,Long-only,Ireland,USD,False,True,Distributing,0.12,Full replication,132.0,False,182.0,-3.07,2.2,-3.68,-3.91,2.73,-1.68,25.05,41.66,9.83,13.6,-6.65,2.44,1.88,1.81,27.56,21.31,19.9,-0.06,0.36,0.36,-21.81,-17.59,-17.59,-20.15,APAC,Japan,Developed_APAC
A2QKHV,JPXH,58759213.0,Amundi MSCI Japan SRI Climate Paris Aligned UCITS ETF DR - EUR Hedged (C),2021-01-12,1564,4.284931506849315,Long-only,Luxembourg,EUR,True,False,Accumulating,0.2,Full replication,131.0,True,36.0,-0.64,2.03,-2.11,-2.54,1.7,0.04,28.86,,6.35,19.09,-4.25,,,,23.57,19.19,,0.0,0.46,,-19.71,-19.32,-19.32,,APAC,Japan,Developed_APAC
A2QNQP,AW15,59785780.0,UBS ETF (IE) MSCI Japan Climate Paris Aligned UCITS ETF (JPY) A-acc,2021-03-11,1506,4.126027397260274,Long-only,Ireland,JPY,False,False,Accumulating,0.12,Full replication,119.0,True,54.0,-1.89,2.06,-2.15,-5.29,-1.71,-4.96,7.37,,-1.77,9.15,-14.78,,,,22.07,18.41,,-0.22,0.13,,-27.36,-17.09,-19.39,,APAC,Japan,Developed_APAC
DBX0SS,XNJS,121025716.0,Xtrackers Japan Net Zero Pathway Paris Aligned UCITS ETF 1C,2022-08-25,974,2.6684931506849314,Long-only,Ireland,USD,False,False,Accumulating,0.15,Full replication,115.0,True,226.0,1.12,0.88,0.78,-0.93,5.39,0.95,,,2.28,9.72,,,,,23.28,,,0.04,,,-16.87,-14.49,,,APAC,Japan,Developed_APAC
A119GW,S400,25073607.0,Invesco JPX-Nikkei 400 UCITS ETF,2014-09-10,3880,10.63013698630137,Long-only,Ireland,JPY,False,False,Accumulating,0.19,Swap based Unfunded,110.0,False,,-2.1,2.1,-3.62,-2.15,2.82,-0.71,26.81,42.01,9.71,12.79,-5.33,1.39,,,23.88,18.94,17.98,-0.03,0.43,0.4,-22.19,-15.54,-15.54,-21.01,APAC,Japan,Developed_APAC
A2N9LK,36B4,44632923.0,iShares MSCI Japan SRI UCITS ETF USD (Dist),2018-12-06,2332,6.389041095890411,Long-only,Ireland,USD,False,False,Distributing,0.2,Full replication,95.0,True,50.0,-1.27,1.53,-2.11,-2.31,3.1,1.65,13.86,25.96,5.46,6.99,-8.39,2.7,1.4,1.4,26.19,20.81,19.57,0.06,0.21,0.24,-21.77,-15.71,-15.71,-21.77,APAC,Japan,Developed_APAC
LYX0BT,LYJPN,2747787.0,Amundi Japan TOPIX II UCITS ETF JPY Dist,2006-12-11,6710,18.383561643835616,Long-only,France,JPY,False,False,Distributing,0.45,Full replication,84.0,False,1502.0,-1.48,3.92,-5.17,-3.24,3.92,0.35,25.21,38.15,8.3,12.21,-5.21,0.89,0.76,0.75,24.45,19.53,18.12,-0.07,0.37,0.37,-36.88,-16.17,-16.2,-19.67,APAC,Japan,Developed_APAC
A14X32,U1FB,30068999.0,UBS ETF (LU) MSCI Japan Socially Responsible UCITS ETF (hedged to EUR) A-acc,2016-06-06,3245,8.89041095890411,Long-only,Luxembourg,EUR,True,False,Accumulating,0.22,Full replication,83.0,True,60.0,0.0,2.82,-3.31,-1.66,4.8,7.05,48.28,86.08,18.26,22.05,-2.38,-0.52,,,26.13,20.15,19.22,0.27,0.7,0.69,-27.23,-21.07,-21.07,-21.07,APAC,Japan,Developed_APAC
A14MFC,UB0D,26751704.0,UBS ETF (LU) MSCI Japan UCITS ETF (hedged to GBP) A-dis,2017-07-31,2825,7.739726027397261,Long-only,Luxembourg,GBP,True,True,Distributing,0.15,Full replication,82.0,False,192.0,-4.21,3.66,-6.16,-4.66,1.04,1.16,59.85,125.18,24.68,33.33,-3.93,13.12,1.72,1.71,29.16,21.37,19.82,0.04,0.79,0.89,-33.02,-25.68,-25.68,-25.68,APAC,Japan,Developed_APAC
LYX03F,JNHD,56588182.0,Amundi MSCI Japan UCITS ETF EUR Hedged Dist,2020-09-17,1681,4.605479452054794,Long-only,Luxembourg,EUR,True,True,Distributing,0.2,Full replication,71.0,False,191.0,-2.4,3.02,-4.24,-3.83,2.77,-1.12,54.22,,18.37,28.25,-1.14,4.72,1.88,1.83,27.92,21.8,,-0.04,0.71,,-24.35,-24.35,-24.35,,APAC,Japan,Developed_APAC
DBX0Q9,XDJE,44118680.0,Xtrackers Nikkei 225 UCITS ETF 2D EUR Hedged,2018-11-06,2362,6.471232876712329,Long-only,Luxembourg,EUR,True,True,Distributing,0.19,Full replication,65.0,False,225.0,-7.27,2.59,-3.49,-9.23,-2.9,-5.09,49.24,101.66,18.73,31.18,-3.3,-1.64,1.41,1.32,28.22,22.02,20.87,-0.18,0.65,0.72,-27.07,-24.37,-24.37,-24.37,APAC,Japan,Developed_APAC
A14SCB,DXJ,28101727.0,WisdomTree Japan Equity UCITS ETF USD Hedged,2015-05-18,3630,9.945205479452056,Long-only,Ireland,USD,True,False,Distributing,0.48,Optimized sampling,62.0,True,494.0,-10.73,3.17,-9.77,-10.29,-0.77,-5.82,75.23,162.47,32.5,32.77,19.36,19.64,2.01,1.86,36.36,25.21,22.45,-0.16,0.81,0.95,-29.61,-26.56,-26.56,-26.56,APAC,Japan,Developed_APAC
A3CYEY,PAJS,113317269.0,Invesco MSCI Japan ESG Climate Paris Aligned UCITS ETF Acc,2021-12-06,1236,3.3863013698630136,Long-only,Ireland,USD,False,False,Accumulating,0.19,Full replication,62.0,True,82.0,-1.17,1.81,-1.75,-3.44,2.12,-0.59,11.22,,1.79,8.06,-13.41,,,,24.9,20.31,,-0.02,0.18,,-23.66,-16.2,-16.43,,APAC,Japan,Developed_APAC
LYX0NY,JPNH,21247238.0,Amundi Japan TOPIX II UCITS ETF EUR Hedged Dist,2013-04-25,4383,12.008219178082191,Long-only,France,EUR,True,False,Distributing,0.45,Full replication,58.0,False,1502.0,-1.46,2.89,-3.85,-2.69,3.68,-0.79,55.89,101.62,16.52,27.78,1.09,3.61,1.53,1.5,26.25,20.73,19.43,-0.03,0.77,0.77,-33.04,-22.8,-22.8,-22.8,APAC,Japan,Developed_APAC
DBX0TS,XM1D,125264623.0,Xtrackers MSCI Japan UCITS ETF 1D,2023-03-08,779,2.1342465753424658,Long-only,Luxembourg,USD,False,True,Distributing,0.12,Full replication,58.0,False,191.0,-2.9,2.38,-3.52,-3.73,2.89,-1.5,,,9.86,,,,1.87,1.81,27.42,,,-0.05,,,-17.6,-17.6,,,APAC,Japan,Developed_APAC
A14MFF,JPUSD,26751722.0,UBS ETF (LU) MSCI Japan UCITS ETF (hedged to USD) A-acc,2020-06-25,1765,4.835616438356165,Long-only,Luxembourg,USD,True,True,Accumulating,0.15,Full replication,55.0,False,192.0,-11.9,3.27,-10.44,-13.21,-3.58,-5.42,55.67,,27.4,27.53,9.61,14.63,,,29.49,21.43,,-0.29,0.69,,-25.45,-25.45,-25.45,,APAC,Japan,Developed_APAC
A2AB8C,DXJA,30125344.0,WisdomTree Japan Equity UCITS ETF USD Hedged Acc,2017-03-09,2969,8.134246575342466,Long-only,Ireland,USD,True,False,Accumulating,0.48,Optimized sampling,53.0,True,494.0,-10.73,3.2,-9.76,-10.29,-0.74,-5.61,75.71,163.49,32.77,32.93,19.45,19.55,,,30.72,22.55,20.69,-0.18,0.92,1.03,-29.62,-26.47,-26.47,-26.47,APAC,Japan,Developed_APAC
A14MFB,UFMA,26751446.0,UBS ETF (LU) MSCI Japan UCITS ETF (hedged to EUR) A-acc,2020-06-25,1765,4.835616438356165,Long-only,Luxembourg,EUR,True,True,Accumulating,0.15,Full replication,51.0,False,192.0,-2.36,3.13,-4.13,-3.69,2.85,-0.83,57.41,,18.65,28.82,0.26,5.63,,,27.21,20.72,,-0.03,0.79,,-23.86,-23.86,-23.86,,APAC,Japan,Developed_APAC
A2H588,JPHE,38785055.0,Amundi JPX Nikkei 400 UCITS ETF Daily Hedged EUR (C),2015-05-28,3620,9.917808219178085,Long-only,Luxembourg,EUR,True,False,Accumulating,0.18,Swap based Unfunded,49.0,False,,-1.88,2.4,-3.22,-2.61,2.88,-0.12,58.51,107.67,17.69,29.43,1.5,3.45,,,26.38,19.81,18.84,0.0,0.84,0.83,-31.4,-23.35,-23.35,-23.35,APAC,Japan,Developed_APAC
A2H589,JPHU,38785062.0,Amundi JPX Nikkei 400 UCITS ETF Daily Hedged USD,2015-05-28,3620,9.917808219178085,Long-only,Luxembourg,USD,True,False,Accumulating,0.18,Swap based Unfunded,45.0,False,,-9.91,2.26,-7.93,-9.99,-1.58,-4.67,60.69,113.9,27.02,27.89,10.48,13.16,,,28.37,21.14,19.46,-0.16,0.81,0.84,-26.13,-24.32,-24.32,-24.32,APAC,Japan,Developed_APAC
A12A7L,JPNUKD,25381767.0,UBS ETF (LU) MSCI Japan UCITS ETF (JPY) A-UKdis,2014-10-02,3858,10.56986301369863,Long-only,Luxembourg,JPY,False,True,Distributing,0.12,Full replication,44.0,False,192.0,-2.76,3.82,-5.92,-4.78,2.72,-0.66,24.38,40.52,9.32,13.21,-6.5,2.12,2.07,1.99,24.71,19.16,17.82,-0.12,0.36,0.39,-21.75,-16.51,-16.8,-19.32,APAC,Japan,Developed_APAC
A12C16,XDNE,27100724.0,Xtrackers MSCI Japan Screened UCITS ETF 3C - EUR Hedged,2015-03-31,3678,10.076712328767124,Long-only,Ireland,EUR,True,True,Accumulating,0.25,Full replication,44.0,True,178.0,-3.05,3.06,-4.23,-4.0,2.66,-2.12,53.32,100.26,17.51,28.23,-0.37,3.92,,,27.27,20.67,19.41,-0.08,0.74,0.77,-31.56,-24.13,-24.13,-24.13,APAC,Japan,Developed_APAC
A142NP,JPSRA,29318728.0,UBS ETF (LU) MSCI Japan Socially Responsible UCITS ETF (JPY) A-acc,2019-11-06,1997,5.471232876712329,Long-only,Luxembourg,JPY,False,False,Accumulating,0.19,Full replication,44.0,True,60.0,0.08,4.55,-4.4,-2.09,5.27,7.88,17.34,24.92,8.86,6.99,-9.45,-2.7,,,23.8,18.74,17.62,0.24,0.26,0.25,-23.08,-15.85,-15.85,-23.08,APAC,Japan,Developed_APAC
A40HTC,AJASE,137215586.0,BNP Paribas Easy Sustainable Japan UCITS ETF EUR Acc,2024-07-24,275,0.7534246575342466,"Long-only, Active",Ireland,EUR,False,False,Accumulating,0.2,Full replication,42.0,True,116.0,-5.03,0.87,-5.47,-5.47,1.12,,,,,,,,,,,,,,,,-17.35,,,,APAC,Japan,Developed_APAC
