wkn,ticker,valor,name,inception_date,age_in_days,age_in_years,strategy,domicile_country,currency,hedged,securities_lending,dividends,ter,replication,size,is_sustainable,number_of_holdings,yesterday,last_week,last_month,last_three_months,last_six_months,last_year,last_three_years,last_five_years,2024,2023,2022,2021,last_dividends,last_year_dividends,last_year_volatility,last_three_years_volatility,last_five_years_volatility,last_year_return_per_risk,last_three_years_return_per_risk,last_five_years_return_per_risk,max_drawdown,last_year_max_drawdown,last_three_years_max_drawdown,last_five_years_max_drawdown,region,country,region_category
A3EVTL,HITC,,HSBC S&P INDIA TECH UCITS ETF EUR (Acc),2024-02-29 00:00:00,421,1.1534246575342466,Long-only,Ireland,EUR,False,True,Accumulating,0.65,Full replication,,False,46.0,-16.4,4.47,-2.5,-14.35,-13.12,-3.99,,,,,,,,,20.03,,,-0.2,,,-25.93,-25.93,,,APACandEMEA,India,Emerging_APACandEMEA
A2PB5X,FLRK,46325073.0,Franklin FTSE Korea UCITS ETF,2019-06-04 00:00:00,2152,5.895890410958904,Long-only,Ireland,USD,False,True,Accumulating,0.09,Full replication,500.0,False,159.0,1.76,1.06,-5.5,-7.37,-8.56,-18.55,-17.32,15.67,-20.95,16.48,-20.08,-5.59,,,24.97,23.42,22.65,-0.74,-0.26,0.13,-40.24,-26.8,-26.8,-40.24,APACandEMEA,South Korea,Emerging_APACandEMEA
A0HGWD,IKOR,2308859.0,iShares MSCI Korea UCITS ETF (Dist),2005-11-18 00:00:00,7098,19.44657534246576,Long-only,Ireland,USD,False,True,Distributing,0.65,Full replication,217.0,False,92.0,1.72,0.94,-5.83,-7.48,-9.15,-19.35,-19.35,8.88,-21.26,13.27,-19.82,-7.42,1.2,0.95,26.14,23.88,23.18,-0.74,-0.29,0.07,-60.89,-29.16,-29.16,-44.46,APACandEMEA,South Korea,Emerging_APACandEMEA
A1C1H3,CSKR,11476344.0,iShares MSCI Korea UCITS ETF (Acc),2010-08-24 00:00:00,5358,14.67945205479452,Long-only,Ireland,USD,False,True,Accumulating,0.65,Full replication,131.0,False,92.0,1.58,0.8,-6.0,-7.63,-9.27,-19.4,-19.3,9.16,-21.29,13.25,-19.77,-7.22,,,26.46,24.07,23.26,-0.73,-0.29,0.08,-44.27,-29.11,-29.11,-44.27,APACandEMEA,South Korea,Emerging_APACandEMEA
LYX016,KRWL,45204988.0,Amundi MSCI Korea UCITS ETF Acc,2006-09-26 00:00:00,6786,18.59178082191781,Long-only,Luxembourg,EUR,False,False,Accumulating,0.45,Swap based Unfunded,114.0,False,,1.41,0.86,-6.12,-7.1,-9.15,-19.14,-19.33,8.99,-20.86,13.26,-19.65,-7.38,,,27.9,26.06,24.69,-0.69,-0.26,0.07,-61.26,-29.02,-29.02,-44.16,APACandEMEA,South Korea,Emerging_APACandEMEA
DBX1K2,XKS2,3067371.0,Xtrackers MSCI Korea UCITS ETF 1C,2007-07-05 00:00:00,6504,17.81917808219178,Long-only,Luxembourg,USD,False,True,Accumulating,0.45,Full replication,32.0,False,92.0,1.56,0.83,-5.97,-7.66,-9.33,-19.48,-19.08,9.38,-21.87,15.46,-20.31,-7.32,,,26.35,24.02,23.1,-0.74,-0.28,0.08,-60.95,-29.27,-29.27,-44.05,APACandEMEA,South Korea,Emerging_APACandEMEA
A1JJU5,HKOR,12843012.0,HSBC MSCI Korea Capped UCITS ETF USD,2011-04-06 00:00:00,5133,14.063013698630137,Long-only,Ireland,USD,False,True,Distributing,0.5,Full replication,22.0,False,81.0,1.47,0.75,-5.99,-7.73,-9.35,-19.73,-19.22,9.28,-21.9,15.67,-20.72,-7.43,1.14,0.91,26.3,23.95,23.04,-0.75,-0.29,0.08,-44.28,-29.52,-29.52,-44.28,APACandEMEA,South Korea,Emerging_APACandEMEA
A1H8BN,HIDR,12789497.0,HSBC MSCI Indonesia UCITS ETF USD,2011-03-28 00:00:00,5142,14.087671232876712,Long-only,Ireland,USD,False,True,Distributing,0.5,Full replication,144.0,False,21.0,-16.54,1.78,4.79,-17.17,-26.1,-23.95,-26.54,19.59,-12.01,0.91,15.51,1.19,5.63,4.09,24.62,19.72,20.6,-0.97,-0.49,0.18,-49.92,-33.37,-40.72,-40.72,APACandEMEA,Indonesia,Emerging_APACandEMEA
LYX019,INDO,46343579.0,Amundi MSCI Indonesia UCITS ETF Acc,2011-07-04 00:00:00,5044,13.81917808219178,Long-only,Luxembourg,EUR,False,False,Accumulating,0.45,Swap based Unfunded,62.0,False,,-16.24,2.32,5.21,-16.24,-25.69,-23.51,-26.38,20.73,-11.85,1.06,15.93,1.74,,,23.65,19.67,20.81,-0.99,-0.49,0.18,-49.87,-33.08,-40.44,-40.44,APACandEMEA,Indonesia,Emerging_APACandEMEA
DBX0EU,XMID,11016087.0,Xtrackers MSCI Indonesia Swap UCITS ETF 1C,2010-03-02 00:00:00,5533,15.158904109589042,Long-only,Luxembourg,USD,False,False,Accumulating,0.65,Swap based Unfunded,35.0,False,,-16.59,1.73,4.79,-17.18,-26.27,-24.07,-26.96,18.24,-12.23,0.78,15.29,2.6,,,24.67,19.8,20.74,-0.98,-0.5,0.16,-50.37,-33.58,-40.98,-40.98,APACandEMEA,Indonesia,Emerging_APACandEMEA
